epoch,train_loss,train_acc,test_acc,test_loss
1,4.6051817656382115,8.5e-3,1.475e-2,4.60516916860791
2,4.605147483290323,1.0333333333333333e-2,1.475e-2,4.60516916860791
3,4.605189887760065,1.0166666666666666e-2,1.475e-2,4.60516916860791
4,4.605218966090358,8.5e-3,1.475e-2,4.60516916860791
5,4.605142068025949,1.0166666666666666e-2,1.475e-2,4.60516916860791
6,4.6051852123928745,1.0e-2,1.475e-2,4.60516916860791
7,4.60508101435797,9.0e-3,1.475e-2,4.60516916860791
8,4.605387074959586,8.833333333333334e-3,1.475e-2,4.60516916860791
9,4.606313532689714,8.166666666666666e-3,1.475e-2,4.60516916860791
10,4.608296237958553,9.5e-3,1.475e-2,4.60516916860791
11,4.61529705032814,9.666666666666667e-3,1.475e-2,4.60516916860791
12,4.694444108821057,1.0833333333333334e-2,1.475e-2,4.60516916860791
13,5.385953075608407,7.0e-3,1.475e-2,4.60516916860791
14,10.900930264014377,8.333333333333333e-3,1.475e-2,4.60516916860791
15,34.395987747600586,9.5e-3,1.475e-2,4.60516916860791
16,103.13949998916391,1.0e-2,1.475e-2,4.60516916860791
17,280.92703875104553,1.0e-2,1.475e-2,4.60516916860791
18,701.2630872525374,1.0e-2,1.475e-2,4.60516916860791
